 Cluster             RA        DEC       l       b       Rsun  ERsun    R_GC   <RV>   ERV        mualpha        mu_delta  rhopmrade   X      DX      Y      DY      Z      DZ        U      DU        V       DV         W      DW       RPERI           RAPO\
  Name                                                      [kpc]       [kpc] [km/s] [km/s]     [mas/yr]        [mas/yr]            [kpc]   [kpc]  [kpc]   [kpc]  [kpc]  [kpc]    [km/s]  [km/s]    [km/s]  [km/s]    [km/s]  [km/s]     [kpc]          [kpc]\
Ter_5           267.020200 -24.779055   3.839   1.687    6.62   0.15    1.65  -82.57  0.73   -1.989  0.068   -5.243  0.066   0.06    1.58   0.15    0.44   0.01    0.19   0.00    58.74    0.74     74.08    2.08    -26.60    2.12    0.25  0.04     1.63   0.15\
NGC_6440        267.220167 -20.360417   7.729   3.801    8.25   0.24    1.23  -69.39  0.93   -1.187  0.036   -4.020  0.035   0.01    0.02   0.24    1.11   0.03    0.55   0.02    33.49    0.94     85.97    1.37    -37.88    1.41    0.22  0.06     1.26   0.06\
NGC_6441        267.554413 -37.051445 353.532  -5.006   12.73   0.16    4.78   18.47  0.56   -2.551  0.028   -5.348  0.028   0.03   -4.42   0.16   -1.43   0.02   -1.11   0.01    13.43    0.60   -103.44    1.67    -25.32    1.68    1.59  0.13     4.71   0.17\
Ter_6           267.693250 -31.275389 358.571  -2.162    7.27   0.35    0.97  136.45  1.50   -4.979  0.048   -7.431  0.039   0.14    0.91   0.35   -0.18   0.01   -0.27   0.01  -140.36    1.50    -58.96    1.45     18.73    1.59    0.20  0.03     1.13   0.35\
NGC_6453        267.715508 -34.598477 355.718  -3.872   10.07   0.22    2.10  -99.23  1.24    0.203  0.036   -5.934  0.037  -0.04   -1.84   0.22   -0.75   0.02   -0.68   0.01   115.73    1.24     22.09    1.74   -138.07    1.71    0.48  0.16     2.58   0.23\
UKS_1           268.613312 -24.145277   5.125   0.764   15.58   0.56    7.47   59.38  2.63   -2.040  0.095   -2.754  0.063  -0.05   -7.34   0.56    1.39   0.05    0.21   0.01   -92.36    2.66      6.82    5.36     35.16    6.48    0.47  0.11     7.76   0.69\
VVV-CL001       268.677083 -24.014722   5.267   0.780    8.08   1.48    0.76 -327.28  0.90   -3.487  0.144   -1.652  0.107   0.26    0.13   1.48    0.74   0.14    0.11   0.02   304.68    0.98    100.46    4.46     86.10    5.18    0.76  0.32     3.61   1.79\
NGC_6496        269.765350 -44.265945 348.027 -10.014    9.64   0.15    2.81 -134.72  0.26   -3.060  0.027   -9.271  0.026   0.01   -1.11   0.15   -1.97   0.03   -1.68   0.03   223.08    0.41   -147.22    1.18    -46.09    1.19    2.62  0.12     4.62   0.28\
Ter_9           270.411667 -26.839722   3.603  -1.989    5.77   0.34    2.46   68.49  0.56   -2.121  0.052   -7.763  0.049   0.03    2.42   0.34    0.36   0.02   -0.20   0.01   -90.93    0.57     43.54    1.34    -49.49    1.40    0.39  0.10     2.47   0.39\
Djor_2          270.454378 -27.825819   2.763  -2.508    8.76   0.18    0.80 -149.75  1.10    0.662  0.042   -2.983  0.037   0.00   -0.57   0.18    0.42   0.01   -0.38   0.01   137.50    1.10    150.69    1.59    -71.13    1.69    0.62  0.15     0.84   0.12\
NGC_6517        270.460750  -8.958778  19.225   6.762    9.23   0.56    3.24  -35.06  1.65   -1.551  0.029   -4.470  0.028   0.03   -0.47   0.52    3.02   0.18    1.09   0.07   -49.29    1.60     49.57    1.29    -31.80    1.26    0.44  0.05     3.36   0.25\
Ter_10          270.740833 -26.066944   4.421  -1.864   10.21   0.40    2.17  211.37  2.27   -6.827  0.059   -2.588  0.050   0.01   -2.00   0.40    0.79   0.03   -0.33   0.01  -250.01    2.26     -1.78    2.51    226.33    2.79    1.01  0.23     5.44   0.93\
NGC_6522        270.891977 -30.033974   1.025  -3.926    7.29   0.21    1.04  -15.23  0.49    2.566  0.039   -6.438  0.036  -0.02    0.90   0.21    0.13   0.00   -0.50   0.01    14.13    0.50    100.77    1.27   -177.41    1.32    0.45  0.12     1.31   0.15\
NGC_6535        270.960449  -0.297639  27.176  10.436    6.36   0.12    4.04 -214.85  0.46   -4.214  0.027   -2.939  0.026   0.01    2.61   0.11    2.86   0.06    1.15   0.02   125.55    0.56     27.46    0.75     38.53    0.80    0.97  0.05     4.52   0.04\
NGC_6528        271.206697 -30.055778   1.139  -4.174    7.83   0.24    0.70  211.86  0.43   -2.157  0.043   -5.649  0.039  -0.03    0.37   0.24    0.16   0.00   -0.57   0.02  -224.45    0.45     34.29    1.50    -40.01    1.57    0.42  0.08     0.92   0.30\
NGC_6539        271.207276  -7.585858  20.795   6.776    8.16   0.39    3.09   35.19  0.50   -6.896  0.026   -3.537  0.026   0.01    0.60   0.36    2.88   0.14    0.96   0.05  -113.23    0.59     25.68    0.96    178.92    1.01    2.11  0.14     3.41   0.16\
NGC_6540        271.535657 -27.765286   3.285  -3.313    5.91   0.27    2.34  -16.50  0.78   -3.702  0.032   -2.791  0.032  -0.02    2.29   0.27    0.34   0.02   -0.34   0.02    -4.50    0.78    132.96    0.89     60.79    0.89    1.07  0.16     2.32   0.27\
NGC_6544        271.833833 -24.998222   5.837  -2.202    2.58   0.06    5.62  -38.46  0.67   -2.304  0.031  -18.604  0.030   0.01    5.61   0.06    0.26   0.01   -0.10   0.00     8.78    0.67     36.33    0.38    -77.12    0.38    0.60  0.09     5.54   0.10\
NGC_6541        272.009827 -43.714889 349.286 -11.188    7.61   0.10    2.19 -163.97  0.46    0.287  0.025   -8.847  0.025   0.00    0.84   0.10   -1.39   0.02   -1.48   0.02   228.32    0.50     12.92    0.87   -112.10    0.88    1.56  0.04     3.59   0.02\
2MASS-GC01      272.090851 -19.829723  10.471   0.100    3.37   0.62    4.90  -31.28  0.50   -1.121  0.296   -1.881  0.235   0.28    4.86   0.61    0.61   0.11    0.01   0.00    13.30    0.87    212.15    3.92      8.27    4.50    3.67  0.59     5.11   0.55\
ESO_280-SC06    272.275000 -46.423333 346.899 -12.571   20.95   0.65   13.41   93.20  0.34   -0.688  0.039   -2.777  0.033   0.09  -11.73   0.61   -4.63   0.14   -4.56   0.14   -23.86    1.08    -35.62    3.37    -72.64    3.69    1.41  0.35    13.81   0.71\
NGC_6553        272.315322 -25.907750   5.250  -3.023    5.33   0.13    2.93   -0.27  0.34    0.344  0.030   -0.454  0.029   0.01    2.88   0.13    0.49   0.01   -0.28   0.01   -10.68    0.35    246.32    0.75     -5.88    0.76    2.81  0.13     3.59   0.10\
2MASS-GC02      272.402100 -20.778889   9.782  -0.615    5.50   0.44    2.91 -237.75 10.10    4.000  0.900   -4.700  0.800   0.00    2.76   0.43    0.93   0.07   -0.06   0.00   215.12   10.52    155.55   21.30   -140.82   22.82    0.87  0.21     6.11   0.84\
NGC_6558        272.573974 -31.764508   0.199  -6.023    7.47   0.29    1.08 -195.12  0.73   -1.720  0.036   -4.144  0.034   0.04    0.75   0.29    0.03   0.00   -0.78   0.03   184.06    0.74     93.40    1.20     11.89    1.25    0.51  0.04     1.41   0.34\
IC_1276         272.684441  -7.207595  21.832   5.668    4.55   0.25    4.34  155.06  0.69   -2.553  0.026   -4.568  0.026   0.01    3.97   0.23    1.69   0.09    0.45   0.02  -196.18    0.67    204.71    0.57     24.29    0.56    3.69  0.09     6.91   0.41\
Ter_12          273.065833 -22.741944   8.358  -2.101    5.17   0.38    3.17   95.61  1.21   -6.222  0.037   -3.052  0.034   0.13    3.07   0.38    0.75   0.06   -0.19   0.01  -129.34    1.20    129.47    0.85    101.58    0.89    1.80  0.20     3.73   0.40\
NGC_6569        273.411667 -31.826889   0.481  -6.681   10.53   0.26    2.59  -49.83  0.50   -4.125  0.028   -7.354  0.028   0.01   -2.28   0.26    0.09   0.00   -1.23   0.03    33.66    0.52   -169.10    1.40     23.30    1.38    1.69  0.32     2.71   0.27\
BH_261          273.527500 -28.635000   3.362  -5.270    6.12   0.26    2.20  -45.00 15.00    3.566  0.043   -3.590  0.037   0.10    2.10   0.26    0.36   0.02   -0.56   0.02    43.96   14.89    205.88    1.42   -128.23    1.84    1.62  0.27     3.12   0.27\
NGC_6584        274.656647 -52.215778 342.143 -16.414   13.61   0.17    6.99  260.64  1.58   -0.090  0.026   -7.202  0.025  -0.01   -4.25   0.16   -4.00   0.05   -3.85   0.05   -69.47    1.60   -217.32    1.64   -237.76    1.65    2.28  0.18    19.72   1.06\
Mercer_5        275.832500 -13.668611  17.594  -0.112    5.50   0.50    3.37  185.50  3.75   -3.965  0.114   -7.220  0.111   0.31    2.94   0.48    1.66   0.15   -0.01   0.00  -252.84    3.69    103.62    3.00      9.95    2.98    6.29  0.03    25.35   0.72\
NGC_6624        275.918793 -30.361029   2.788  -7.913    8.02   0.11    1.20   54.79  0.40    0.124  0.029   -6.936  0.029  -0.00    0.24   0.11    0.39   0.01   -1.10   0.01   -59.67    0.43     21.30    1.09   -122.54    1.09    0.30  0.04     1.38   0.05\
NGC_6626        276.137039 -24.869847   7.798  -5.581    5.37   0.10    3.02   11.11  0.60   -0.278  0.028   -8.922  0.028  -0.01    2.88   0.10    0.72   0.01   -0.52   0.01   -40.40    0.60     49.45    0.71    -91.45    0.72    0.59  0.08     3.03   0.12\
NGC_6638        277.733734 -25.497473   7.896  -7.153    9.78   0.34    2.30    8.63  2.00   -2.518  0.029   -4.076  0.029   0.01   -1.43   0.33    1.33   0.05   -1.22   0.04   -52.36    1.98     34.69    1.34     25.43    1.34    0.33  0.09     2.30   0.27\
NGC_6637        277.846252 -32.348084   1.723 -10.269    8.90   0.10    1.71   47.48  1.00   -5.034  0.028   -5.832  0.028   0.04   -0.58   0.10    0.26   0.00   -1.59   0.02   -82.31    1.01    -59.60    1.16     82.05    1.15    0.39  0.09     2.06   0.08\
NGC_6642        277.975957 -23.475602   9.815  -6.439    8.05   0.20    1.66  -60.61  1.35   -0.173  0.030   -3.892  0.030   0.00    0.30   0.20    1.36   0.03   -0.90   0.02    31.90    1.35    107.28    1.15    -46.70    1.16    0.29  0.06     1.82   0.07\
NGC_6652        278.940125 -32.990723   1.534 -11.377    9.46   0.14    2.18  -95.37  0.86   -5.484  0.027   -4.274  0.027   0.01   -1.10   0.14    0.25   0.00   -1.87   0.03    47.01    0.88    -27.39    1.21    164.85    1.20    0.32  0.05     3.11   0.16\
NGC_6656        279.099762 -23.904749   9.892  -7.552    3.30   0.04    5.00 -148.72  0.78    9.851  0.023   -5.617  0.023  -0.00    4.95   0.04    0.56   0.01   -0.43   0.00   155.33    0.76    212.81    0.38   -148.93    0.37    2.96  0.02     9.59   0.03\
Pal_8           280.377290 -19.828858  14.103  -6.801   11.32   0.63    4.09  -31.54  0.21   -1.987  0.027   -5.694  0.027   0.01   -2.72   0.61    2.74   0.15   -1.34   0.07   -54.28    0.44    -67.83    1.41    -29.24    1.43    1.15  0.37     4.13   0.58\
NGC_6681        280.803162 -32.292110   2.853 -12.510    9.36   0.11    2.29  216.62  0.84    1.431  0.027   -4.744  0.026   0.01   -0.95   0.10    0.45   0.01   -2.03   0.02  -199.26    0.86     95.78    1.16   -180.89    1.16    0.86  0.04     4.97   0.16\
NGC_6712        283.268021  -8.705960  25.354  -4.318    7.38   0.24    3.55 -107.45  0.29    3.363  0.027   -4.436  0.027   0.02    1.53   0.21    3.15   0.10   -0.56   0.02    61.03    0.48    123.47    0.85   -159.22    0.94    0.41  0.06     4.85   0.10\
NGC_6715        283.763855 -30.479862   5.607 -14.087   26.28   0.33   18.51  143.13  0.43   -2.679  0.025   -1.387  0.025   0.00  -17.19   0.32    2.49   0.03   -6.40   0.08  -235.26    0.93    -18.45    3.14    202.82    3.07   14.61  0.39    46.32   2.23\
NGC_6717        283.775177 -22.701473  12.876 -10.900    7.52   0.13    2.38   30.25  0.90   -3.125  0.027   -5.008  0.027   0.03    0.98   0.13    1.65   0.03   -1.42   0.02   -91.33    0.91     56.18    0.97     26.56    0.97    0.74  0.03     2.54   0.05\
NGC_6723        284.888123 -36.632248   0.069 -17.299    8.27   0.10    2.47  -94.39  0.26    1.028  0.025   -2.418  0.025   0.00    0.28   0.09    0.01   0.00   -2.46   0.03   100.34    0.39    178.46    1.00    -33.43    0.96    2.08  0.05     2.82   0.03\
NGC_6749        286.314056   1.899756  36.200  -2.205    7.59   0.21    4.94  -58.44  0.96   -2.829  0.028   -6.006  0.027   0.01    2.06   0.17    4.48   0.13   -0.29   0.01  -104.72    0.97     24.89    0.98      1.07    1.00    1.43  0.05     4.95   0.04\
NGC_6752        287.717102 -59.984554 336.493 -25.628    4.12   0.04    5.30  -26.01  0.12   -3.161  0.022   -4.027  0.022  -0.01    4.77   0.03   -1.48   0.01   -1.78   0.02    27.28    0.27    172.29    0.41     60.49    0.40    3.37  0.03     5.48   0.01\
NGC_6760        287.800268   1.030466  36.108  -3.924    8.41   0.43    5.17   -2.37  1.27   -1.107  0.026   -3.615  0.026   0.02    1.40   0.35    4.95   0.25   -0.58   0.03   -95.12    1.19    129.92    1.12    -19.36    1.04    1.85  0.06     5.80   0.18\
NGC_6779        289.148193  30.183472  62.659   8.336   10.43   0.14    9.91 -136.97  0.45   -2.018  0.025    1.618  0.025   0.01    3.44   0.06    9.17   0.13    1.51   0.02    83.29    1.14    128.07    0.72    111.10    1.23    1.27  0.08    13.14   0.16\
Ter_7           289.432983 -34.657722   3.387 -20.067   24.28   0.49   16.85  159.85  0.14   -3.002  0.029   -1.651  0.029   0.05  -14.59   0.46    1.35   0.03   -8.33   0.17  -267.85    1.15    -28.59    3.28    197.60    3.10   14.56  0.55    51.29   4.40\
Pal_10          289.506933  18.578994  52.442   2.730    8.94   1.18    7.60  -31.70  0.23   -4.322  0.029   -7.173  0.029   0.02    2.73   0.72    7.08   0.94    0.43   0.06  -272.21    0.98     10.28    0.76     26.32    1.21    6.45  1.07    12.73   4.95\
Arp_2           292.183807 -30.355639   8.545 -20.785   28.73   0.34   21.39  122.64  0.29   -2.331  0.031   -1.475  0.029   0.05  -18.38   0.32    3.99   0.05  -10.19   0.12  -249.15    1.65    -12.89    3.98    178.06    3.96   17.81  0.40    52.13   2.45\
NGC_6809        294.998779 -30.964750   8.793 -23.272    5.35   0.05    4.01  174.70  0.17   -3.432  0.024   -9.311  0.024   0.01    3.32   0.05    0.75   0.01   -2.11   0.02  -210.75    0.30     28.64    0.60    -55.64    0.56    1.57  0.01     5.62   0.04\
Ter_8           295.435028 -33.999474   5.759 -24.559   27.54   0.42   20.43  148.43  0.17   -2.496  0.027   -1.581  0.026  -0.02  -16.74   0.38    2.51   0.04  -11.44   0.17  -278.25    1.51    -15.95    3.39    172.90    3.21   17.62  0.50    60.49   4.16\
Pal_11          296.310000  -8.007222  31.805 -15.576   14.02   0.51    8.70  -67.64  0.76   -1.766  0.030   -4.971  0.028   0.04   -3.30   0.42    7.12   0.26   -3.77   0.14  -130.37    1.28    -83.85    1.67    -12.65    1.91    4.56  0.67     8.72   0.43\
Sagittarius_II  298.164708 -22.065251  18.937 -22.893   66.53   1.56   59.54 -175.73  0.37   -0.804  0.044   -0.882  0.028  -0.29  -49.79   1.36   19.89   0.47  -25.88   0.61   -21.76    6.54   -115.32    8.81    200.37   12.19   42.34  3.95    92.20   9.30\
NGC_6838        298.443726  18.779194  56.746  -4.564    4.00   0.05    6.86  -22.72  0.20   -3.416  0.025   -2.656  0.024   0.00    5.99   0.03    3.34   0.04   -0.32   0.00   -63.87    0.40    193.41    0.30     38.98    0.46    4.81  0.02     7.12   0.01\
NGC_6864        301.519784 -21.921164  20.304 -25.747   20.52   0.45   14.30 -189.08  1.12   -0.598  0.026   -2.810  0.026   0.02   -9.15   0.38    6.41   0.14   -8.91   0.20    69.74    1.66    -72.26    2.42     51.83    2.35    1.14  0.22    16.19   0.57\
NGC_6934        308.547394   7.404472  52.103 -18.893   15.72   0.17   12.83 -406.22  0.73   -2.655  0.026   -4.689  0.026   0.01   -0.96   0.10   11.73   0.13   -5.09   0.06   -87.98    1.63   -301.89    1.40    122.08    1.85    2.96  0.20    42.26   1.67\
NGC_6981        313.365417 -12.537306  35.162 -32.683   16.66   0.18   12.53 -331.39  1.47   -1.274  0.026   -3.361  0.026   0.00   -3.29   0.13    8.08   0.09   -9.00   0.10    61.63    1.80   -145.54    1.91    171.21    1.91    0.59  0.03    22.13   0.42\
NGC_7006        315.372626  16.187323  63.770 -19.407   39.32   0.56   36.67 -383.47  0.73   -0.128  0.027   -0.633  0.027   0.00   -8.21   0.23   33.27   0.47  -13.06   0.19    59.36    4.61   -135.71    2.75     85.11    4.84    2.31  0.40    50.72   0.82\
Lae_3           316.726700  14.980500  63.593 -21.176   61.77   1.65   58.85  -70.30  0.82    0.172  0.101   -0.666  0.080  -0.02  -17.44   0.68   51.59   1.38  -22.31   0.60   -67.26   24.55     87.09   12.89   -115.48   25.63   11.43  4.82    77.19   3.36\
NGC_7078        322.493042  12.167001  65.013 -27.313   10.71   0.10   10.76 -106.84  0.30   -0.659  0.024   -3.803  0.024   0.01    4.16   0.04    8.62   0.08   -4.91   0.04  -106.46    1.13     53.94    0.75    -29.95    1.08    3.89  0.07    10.75   0.07\
NGC_7089        323.362579  -0.823250  53.371 -35.770   11.69   0.11   10.54   -3.78  0.30    3.435  0.025   -2.159  0.024   0.01    2.52   0.06    7.61   0.07   -6.83   0.07    73.33    1.21    147.44    1.05   -172.95    1.12    0.84  0.06    18.80   0.29\
NGC_7099        325.092133 -23.179861  27.179 -46.835    8.46   0.09    7.36 -185.19  0.17   -0.737  0.025   -7.299  0.024   0.01    3.03   0.05    2.64   0.03   -6.17   0.06     1.72    0.79    -80.16    0.93    108.05    0.69    1.51  0.02     8.56   0.09\
Pal_12          326.661804 -21.252611  30.510 -47.682   18.49   0.30   15.28   27.91  0.28   -3.220  0.029   -3.333  0.028   0.08   -2.55   0.17    6.32   0.10  -13.67   0.22  -327.57    2.08     16.94    2.31    108.99    1.73   15.11  0.27    51.04   3.65\
Pal_13          346.685190  12.771539  87.103 -42.700   23.48   0.40   24.57   25.30  0.22    1.748  0.049    0.104  0.047  -0.02    7.31   0.01   17.23   0.29  -15.92   0.27   161.54    5.36    215.68    3.62    -79.08    3.93    6.85  0.40    57.92   1.92\
NGC_7492        347.111170 -15.611469  53.386 -63.478   24.39   0.57   23.57 -176.70  0.27    0.756  0.028   -2.320  0.028   0.03    1.68   0.15    8.74   0.21  -21.82   0.51    -3.36    3.11    -74.27    3.00     71.63    1.47    2.50  0.41    26.03   0.61}
